;Id;TA_RULE;TA_COUNTER;TA_TOKEN;TA_LANGUAGE;TA_TYPE;TA_NORMALIZED;TA_STEM;TA_PARAGRAPH;TA_SENTENCE;TA_CREATED_AT;TA_OFFSET;TA_PARENT
211;805551062031548416;Entity Extraction;4;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;58;Error in reading value (type 4): rs.getBigInt(...) is null
62;805550732762083328;Entity Extraction;4;Jill-Hill Recount;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;17;3
853;805540009432334336;Entity Extraction;4;https://t.co/3lXOpOWnEM;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
848;805540007620395008;Entity Extraction;4;https://t.co/ELxUS1kSZW;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
843;805540009541451776;Entity Extraction;4;https://t.co/EMfqlPeEiD;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
617;805542727358222336;Entity Extraction;4;ElectionFinalThoughts;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;113;Error in reading value (type 4): rs.getBigInt(...) is null
621;805541944403165184;Entity Extraction;4;ElectionReform;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;58;Error in reading value (type 4): rs.getBigInt(...) is null
202;805547236868390912;Entity Extraction;4;Revitalize the hardest-hit manufacturing communities;en;Request;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;18;Error in reading value (type 4): rs.getBigInt(...) is null
838;805540009633644544;Entity Extraction;4;https://t.co/pWM2ELWaCM;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
628;805541178670280704;Entity Extraction;4;smart changemaker;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;58;Error in reading value (type 4): rs.getBigInt(...) is null
196;805547354526982144;Entity Extraction;4;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;66;Error in reading value (type 4): rs.getBigInt(...) is null
833;805540009998630912;Entity Extraction;4;https://t.co/IYLXseFi3n;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
187;805547617744605184;Entity Extraction;4;2010;en;YEAR;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;54;Error in reading value (type 4): rs.getBigInt(...) is null
639;805540956229562368;Entity Extraction;4;November;en;MONTH;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;62;Error in reading value (type 4): rs.getBigInt(...) is null
828;805540010111795200;Entity Extraction;4;https://t.co/tClxqOQO2n;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
645;805540933198639104;Entity Extraction;4;November;en;MONTH;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;58;Error in reading value (type 4): rs.getBigInt(...) is null
178;805548731135381504;Entity Extraction;4;Trump;en;StrongPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;33;3
75;805549998385627136;Entity Extraction;4;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;36;Error in reading value (type 4): rs.getBigInt(...) is null
823;805540010296418304;Entity Extraction;4;https://t.co/lk2K26zjCX;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
652;805540014675234817;Entity Extraction;4;https://t.co/tUDDserjgH;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
172;805549533212114946;Entity Extraction;4;donaldtrump;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;70;Error in reading value (type 4): rs.getBigInt(...) is null
657;805542390861680640;Entity Extraction;4;Twit;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;26;Error in reading value (type 4): rs.getBigInt(...) is null
818;805540010631970816;Entity Extraction;4;https://t.co/ZJOU6pEcv6;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
664;805541773414203392;Entity Extraction;4;Wawa;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;61;Error in reading value (type 4): rs.getBigInt(...) is null
162;805549985353891845;Entity Extraction;4;Recount2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;46;Error in reading value (type 4): rs.getBigInt(...) is null
813;805540010871046144;Entity Extraction;4;https://t.co/7jmnbtUh1r;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
670;805541363345461248;Entity Extraction;4;relevant;en;WeakPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;29;3
158;805550454985854976;Entity Extraction;4;https://t.co/Z6k17Hj0LY;en;URI/URL;;;2;3;Mon, 05 Dec 2016 05:19:06 GMT;115;Error in reading value (type 4): rs.getBigInt(...) is null
82;805549548106121216;Entity Extraction;4;donaldtrump;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;70;Error in reading value (type 4): rs.getBigInt(...) is null
808;805540010891952128;Entity Extraction;4;https://t.co/haktDJFOIG;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
803;805540011462430721;Entity Extraction;4;https://t.co/nN9N98Qvq8;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
682;805541314427166720;Entity Extraction;4;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;29;Error in reading value (type 4): rs.getBigInt(...) is null
798;805540011726622720;Entity Extraction;4;https://t.co/kpUzVZgyNK;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
385;805546375660322816;Entity Extraction;4;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;49;Error in reading value (type 4): rs.getBigInt(...) is null
143;805547566955974660;Entity Extraction;4;https://t.co/xpAfXNXm9K;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;60;Error in reading value (type 4): rs.getBigInt(...) is null
88;805549476177973249;Entity Extraction;4;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;36;Error in reading value (type 4): rs.getBigInt(...) is null
691;805541012244303872;Entity Extraction;4;sleeveless shirts;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;76;Error in reading value (type 4): rs.getBigInt(...) is null
793;805540013224050688;Entity Extraction;4;https://t.co/zp5kjfP86Z;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
697;805541003247677440;Entity Extraction;4;President of the United States;en;TITLE;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;65;Error in reading value (type 4): rs.getBigInt(...) is null
135;805547694949302272;Entity Extraction;4;FBI;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;64;Error in reading value (type 4): rs.getBigInt(...) is null
788;805540013320482816;Entity Extraction;4;https://t.co/C0D8evj7Ve;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
702;805540766433112064;Entity Extraction;4;relevant;en;WeakPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;29;3
129;805549774678196225;Entity Extraction;4;ElectionResults;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;50;Error in reading value (type 4): rs.getBigInt(...) is null
783;805540017674125313;Entity Extraction;4;https://t.co/Npy0IMilm3;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
779;805540166345572352;Entity Extraction;4;#politics;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;3;Mon, 05 Dec 2016 05:19:07 GMT;130;Error in reading value (type 4): rs.getBigInt(...) is null
714;805540027325259777;Entity Extraction;4;https://t.co/EUmv4r0mKe;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
122;805549812959629312;Entity Extraction;4;#Trump;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;49;Error in reading value (type 4): rs.getBigInt(...) is null
95;805548756804530176;Entity Extraction;4;TrumpTrain;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;67;Error in reading value (type 4): rs.getBigInt(...) is null
719;805540014046089216;Entity Extraction;4;https://t.co/i8h4k4fsTz;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
774;805540011907002369;Entity Extraction;4;https://t.co/B5gdpGT0NZ;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
724;805540013865713664;Entity Extraction;4;https://t.co/BlyfCPpDEs;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
769;805540011915386880;Entity Extraction;4;https://t.co/UKJtD0zHxg;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
729;805540013840613376;Entity Extraction;4;https://t.co/5hA1NOXd5J;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
115;805550304586596358;Entity Extraction;4;sexist;en;MinorProblem;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;43;1
734;805540013656064001;Entity Extraction;4;https://t.co/Xrn8WGqyrw;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
739;805540013416951812;Entity Extraction;4;https://t.co/bhXCc1ehHh;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
764;805540011915390976;Entity Extraction;4;https://t.co/MQqRUExp6m;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
744;805540013240786944;Entity Extraction;4;https://t.co/Pk9XKLZAc2;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
107;805547865246461953;Entity Extraction;4;: *This*;en;StrongPositiveEmoticon;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;13;2
101;805547991436238848;Entity Extraction;4;Trolls;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;63;Error in reading value (type 4): rs.getBigInt(...) is null
749;805540012427120640;Entity Extraction;4;https://t.co/f7eP31Jxzm;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
759;805540011919581184;Entity Extraction;4;https://t.co/cSJP5tWu5V;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
149;805547280891781120;Entity Extraction;3;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;54;Error in reading value (type 4): rs.getBigInt(...) is null
882;805540008333438976;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
570;805540636640165888;Entity Extraction;3;Jill-Hill Recount: A Frivolous Farce;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;17;Error in reading value (type 4): rs.getBigInt(...) is null
371;805546689826353152;Entity Extraction;3;BIGOT FITS Liberal Progressive Democrats;en;ORGANIZATION/OTHER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;20;Error in reading value (type 4): rs.getBigInt(...) is null
430;805544401833488385;Entity Extraction;3;Thank you;en;StrongPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;16;4
937;805540006475354113;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
243;805548912534847488;Entity Extraction;3;Bob Fitrakis;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;20;Error in reading value (type 4): rs.getBigInt(...) is null
877;805540008601890816;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
57;805550819852582912;Entity Extraction;3;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;21;Error in reading value (type 4): rs.getBigInt(...) is null
477;805544200313991172;Entity Extraction;3;#NotMyPresident;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;2;2;Mon, 05 Dec 2016 05:19:06 GMT;111;Error in reading value (type 4): rs.getBigInt(...) is null
872;805540008979402752;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
987;805540003904307200;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
581;805540099803021316;Entity Extraction;3;America;en;COUNTRY;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;35;Error in reading value (type 4): rs.getBigInt(...) is null
967;805540000720748544;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
481;805543213331312640;Entity Extraction;3;Election Recounts Are;en;PROP_MISC;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
9;805547517291151361;Entity Extraction;3;https://t.co/BTbAVGwMXJ;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;36;Error in reading value (type 4): rs.getBigInt(...) is null
232;805549420418859008;Entity Extraction;3;BarbMuenchen;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;16;Error in reading value (type 4): rs.getBigInt(...) is null
867;805540009000333312;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
588;805540014369087488;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
304;805545663450808322;Entity Extraction;3;NotMyPresident;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;17;Error in reading value (type 4): rs.getBigInt(...) is null
343;805545257643442176;Entity Extraction;3;ImStillWithHer;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;28;Error in reading value (type 4): rs.getBigInt(...) is null
862;805540009201668097;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
593;805543334789992448;Entity Extraction;3;Thank you;en;StrongPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;16;4
384;805546375660322816;Entity Extraction;3;@TheNewsroomHB0;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;21;Error in reading value (type 4): rs.getBigInt(...) is null
297;805546002920960001;Entity Extraction;3;ImStillWithHer;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;28;Error in reading value (type 4): rs.getBigInt(...) is null
224;805549461434994688;Entity Extraction;3;Rolland Munro;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;13;Error in reading value (type 4): rs.getBigInt(...) is null
61;805550732762083328;Entity Extraction;3;Jill-Hill Recount: A Frivolous Farce;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;17;Error in reading value (type 4): rs.getBigInt(...) is null
932;805540005728788480;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
982;805540004638244864;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
601;805540681963827200;Entity Extraction;3;relevant today;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;29;Error in reading value (type 4): rs.getBigInt(...) is null
927;805540006882263040;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
216;805549845633179650;Entity Extraction;3;Presidential Vote Recount;en;PROP_MISC;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;47;Error in reading value (type 4): rs.getBigInt(...) is null
857;805540009398779904;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
3;805547576661516288;Entity Extraction;3;https://t.co/rKqwDLkNNU;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;38;Error in reading value (type 4): rs.getBigInt(...) is null
210;805551062031548416;Entity Extraction;3;incidents;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;27;1
438;805544067597828096;Entity Extraction;3;#Media;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;26;Error in reading value (type 4): rs.getBigInt(...) is null
992;805540003170291712;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
852;805540009432334336;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
292;805546266788818944;Entity Extraction;3;Alec;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;30;Error in reading value (type 4): rs.getBigInt(...) is null
847;805540007620395008;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
613;805543512116695040;Entity Extraction;3;https://t.co/1zu8R0QkvY;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;117;Error in reading value (type 4): rs.getBigInt(...) is null
962;805540000745996288;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
616;805542727358222336;Entity Extraction;3;#AmericansAreMorons;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;92;Error in reading value (type 4): rs.getBigInt(...) is null
400;805545214572109824;Entity Extraction;3;BIGOT FITS Liberal Progressive Democrats;en;ORGANIZATION/OTHER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;20;Error in reading value (type 4): rs.getBigInt(...) is null
842;805540009541451776;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
620;805541944403165184;Entity Extraction;3;2016;en;YEAR;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;49;Error in reading value (type 4): rs.getBigInt(...) is null
922;805540007414927360;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
499;805541119052288000;Entity Extraction;3;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;27;Error in reading value (type 4): rs.getBigInt(...) is null
201;805547236868390912;Entity Extraction;3;Revitalize;en;GeneralRequest;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;18;4
333;805545388937740288;Entity Extraction;3;ImStillWithHer;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;28;Error in reading value (type 4): rs.getBigInt(...) is null
837;805540009633644544;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
627;805541178670280704;Entity Extraction;3;smart;en;WeakPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;58;4
36;805550499382575104;Entity Extraction;3;#BernieSanders;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;39;Error in reading value (type 4): rs.getBigInt(...) is null
288;805546287093288960;Entity Extraction;3;election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;66;Error in reading value (type 4): rs.getBigInt(...) is null
195;805547354526982144;Entity Extraction;3;#ElectoralCollege;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;44;Error in reading value (type 4): rs.getBigInt(...) is null
977;805540005170905088;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
957;805540001832255489;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
832;805540009998630912;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
635;805541122680455172;Entity Extraction;3;https://t.co/EThyeT94jW;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;99;Error in reading value (type 4): rs.getBigInt(...) is null
74;805549998385627136;Entity Extraction;3;CharlotteProtest;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;18;Error in reading value (type 4): rs.getBigInt(...) is null
638;805540956229562368;Entity Extraction;3;election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;34;Error in reading value (type 4): rs.getBigInt(...) is null
917;805540007523983360;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
186;805547617744605184;Entity Extraction;3;presidential election;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;29;Error in reading value (type 4): rs.getBigInt(...) is null
507;805540018211078145;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
827;805540010111795200;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
644;805540933198639104;Entity Extraction;3;election;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;34;Error in reading value (type 4): rs.getBigInt(...) is null
446;805544291993092096;Entity Extraction;3;Believe;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;21;2
281;805546326339551232;Entity Extraction;3;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;37;Error in reading value (type 4): rs.getBigInt(...) is null
177;805548731135381504;Entity Extraction;3;Trump;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;33;Error in reading value (type 4): rs.getBigInt(...) is null
416;805545040911200257;Entity Extraction;3;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;37;Error in reading value (type 4): rs.getBigInt(...) is null
512;805540015941877760;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
651;805540014675234817;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
22;805548408291389440;Entity Extraction;3;#tashkent;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;38;Error in reading value (type 4): rs.getBigInt(...) is null
376;805546599908679680;Entity Extraction;3;#Detroit;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;24;Error in reading value (type 4): rs.getBigInt(...) is null
822;805540010296418304;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
656;805542390861680640;Entity Extraction;3;#Fringe;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;17;Error in reading value (type 4): rs.getBigInt(...) is null
912;805540006395641856;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
